No,Stockcode,Description,Quantite,PU,Ville,date,heure,month,dow,PT,Continent,clusters
541219,47367B,PAIR PADDED HANGERS PINK CHECK,1,3.29,United Kingdom,2011-01-14,14,1,4,3.29,Europe,1
562721,22918,HERB MARKER PARSLEY,24,0.65,United Kingdom,2011-08-08,16,8,0,15.600000000000001,Europe,2
558614,47585A,PINK FAIRY CAKE CUSHION COVER,1,4.13,United Kingdom,2011-06-30,15,6,3,4.13,Europe,3
577078,22346,PARTY PIZZA DISH GREEN POLKADOT,1,1.63,United Kingdom,2011-11-17,15,11,3,1.63,Europe,0
558340,22514,CHILDS GARDEN SPADE BLUE,1,0.0,United Kingdom,2011-06-28,14,6,1,0.0,Europe,1
568048,23133,LARGE IVORY HEART WALL ORGANISER,2,8.25,EIRE,2011-09-23,12,9,4,16.5,Europe,0
553941,21899,"KEY FOB , GARAGE DESIGN",24,0.65,United Kingdom,2011-05-20,10,5,4,15.600000000000001,Europe,3
567507,35965,FOLKART HEART NAPKIN RINGS,12,0.97,United Kingdom,2011-09-20,14,9,1,11.64,Europe,2
573481,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,4.25,United Kingdom,2011-10-31,11,10,0,17.0,Europe,2
543374,20725,LUNCH BAG RED RETROSPOT,10,1.65,United Kingdom,2011-02-07,15,2,0,16.5,Europe,1
555604,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,1.25,United Kingdom,2011-06-06,11,6,0,15.0,Europe,1
575947,22358,KINGS CHOICE TEA CADDY ,2,5.79,United Kingdom,2011-11-13,11,11,6,11.58,Europe,3
573601,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,8.29,United Kingdom,2011-10-31,15,10,0,8.29,Europe,2
547063,22178,VICTORIAN GLASS HANGING T-LIGHT,30,1.25,United Kingdom,2011-03-20,13,3,6,37.5,Europe,3
542664,22313,OFFICE MUG WARMER PINK,1,5.79,United Kingdom,2011-01-31,12,1,0,5.79,Europe,1
540566,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,2,1.25,United Kingdom,2011-01-10,10,1,0,2.5,Europe,1
578525,22152,check,-179,0.0,United Kingdom,2011-11-24,14,11,3,-0.0,Europe,0
541711,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,64,2.1,Netherlands,2011-01-21,11,1,4,134.4,Europe,3
556494,23203,JUMBO BAG DOILEY PATTERNS,3,2.08,United Kingdom,2011-06-12,14,6,6,6.24,Europe,3
543273,21165,BEWARE OF THE CAT METAL SIGN ,1,1.69,United Kingdom,2011-02-06,11,2,6,1.69,Europe,3
581420,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,0.83,United Kingdom,2011-12-08,15,12,3,9.959999999999999,Europe,0
574312,23350,ROLL WRAP VINTAGE SPOT ,1,1.25,United Kingdom,2011-11-03,17,11,3,1.25,Europe,0
548715,22088,PAPER BUNTING COLOURED LACE,2,2.95,United Kingdom,2011-04-03,15,4,6,5.9,Europe,3
575607,21992,VINTAGE PAISLEY STATIONERY SET,8,2.46,United Kingdom,2011-11-10,12,11,3,19.68,Europe,0
579125,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,1.25,United Kingdom,2011-11-28,12,11,0,15.0,Europe,2
540770,82600,NO SINGING METAL SIGN,12,2.1,United Kingdom,2011-01-11,10,1,1,25.200000000000003,Europe,1
552822,22382,LUNCH BAG SPACEBOY DESIGN ,6,1.65,United Kingdom,2011-05-11,12,5,2,9.899999999999999,Europe,1
549262,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2.1,United Kingdom,2011-04-07,12,4,3,2.1,Europe,1
573413,22147,FELTCRAFT BUTTERFLY HEARTS,2,1.45,United Kingdom,2011-10-30,16,10,6,2.9,Europe,3
540263,10125,MINI FUNKY DESIGN TAPES,40,0.42,United Kingdom,2011-01-06,10,1,3,16.8,Europe,1
553471,22848,BREAD BIN DINER STYLE PINK,30,11.63,United Kingdom,2011-05-17,11,5,1,348.90000000000003,Europe,3
565967,20750,RED RETROSPOT MINI CASES,12,6.35,Netherlands,2011-09-08,11,9,3,76.19999999999999,Europe,0
557350,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,2.95,United Kingdom,2011-06-20,10,6,0,17.700000000000003,Europe,1
C543818,21876,POTTERING MUG,-3,1.25,United Kingdom,2011-02-13,15,2,6,-3.75,Europe,3
572073,22112,CHOCOLATE HOT WATER BOTTLE,2,4.95,United Kingdom,2011-10-20,13,10,3,9.9,Europe,0
548162,79321,CHILLI LIGHTS,5,12.46,United Kingdom,2011-03-29,13,3,1,62.300000000000004,Europe,1
C548460,21877,HOME SWEET HOME MUG,-12,1.25,United Kingdom,2011-03-31,11,3,3,-15.0,Europe,1
576326,22616,PACK OF 12 LONDON TISSUES ,1,0.39,United Kingdom,2011-11-14,15,11,0,0.39,Europe,2
568780,21121,SET/10 RED POLKADOT PARTY CANDLES,24,1.25,United Kingdom,2011-09-29,8,9,3,30.0,Europe,0
574682,16012,FOOD/DRINK SPONGE STICKERS,24,0.21,United Kingdom,2011-11-06,12,11,6,5.04,Europe,3
550615,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,United Kingdom,2011-04-19,12,4,1,13.200000000000001,Europe,1
545659,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,United Kingdom,2011-03-04,14,3,4,15.0,Europe,3
539750,22114,HOT WATER BOTTLE TEA AND SYMPATHY,210,9.32,United Kingdom,2010-12-21,15,12,1,1957.2,Europe,3
581217,21946,PARTY TIME DESIGN FLANNEL,1,1.63,United Kingdom,2011-12-08,9,12,3,1.63,Europe,0
571377,48194,DOORMAT HEARTS,6,8.25,EIRE,2011-10-17,11,10,0,49.5,Europe,2
546891,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2.46,United Kingdom,2011-03-17,18,3,3,4.92,Europe,1
549679,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,United Kingdom,2011-04-11,12,4,0,15.0,Europe,1
575218,23100,SILVER BELLS TABLE DECORATION,12,1.25,United Kingdom,2011-11-09,11,11,2,15.0,Europe,2
555923,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,58.29,United Kingdom,2011-06-07,17,6,1,58.29,Europe,1
556042,47566,PARTY BUNTING,6,4.95,United Kingdom,2011-06-08,12,6,2,29.700000000000003,Europe,1
576518,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,3.75,United Kingdom,2011-11-15,12,11,1,3.75,Europe,2
542890,21470,FLOWER VINE RAFFIA FOOD COVER,3,3.75,United Kingdom,2011-02-01,13,2,1,11.25,Europe,1
555553,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,4.15,Germany,2011-06-05,13,6,6,16.6,Europe,3
570192,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,3.75,United Kingdom,2011-10-07,15,10,4,15.0,Europe,0
579187,46776B,WOVEN BERRIES CUSHION COVER ,1,4.13,United Kingdom,2011-11-28,15,11,0,4.13,Europe,2
569202,23199,JUMBO BAG APPLES,3,4.13,United Kingdom,2011-09-30,17,9,4,12.39,Europe,0
544463,22256,FELT FARM ANIMAL CHICKEN,2,1.25,United Kingdom,2011-02-20,14,2,6,2.5,Europe,3
576686,21934,SKULL SHOULDER BAG,2,1.65,United Kingdom,2011-11-16,12,11,2,3.3,Europe,2
579152,21988,PACK OF 6 SKULL PAPER PLATES,12,0.85,Germany,2011-11-28,13,11,0,10.2,Europe,2
567304,22469,HEART OF WICKER SMALL,2,1.65,United Kingdom,2011-09-19,13,9,0,3.3,Europe,2
574864,22633,HAND WARMER UNION JACK,4,2.1,United Kingdom,2011-11-07,12,11,0,8.4,Europe,2
546896,21246,RED RETROSPOT BIG BOWL,1,4.13,United Kingdom,2011-03-17,18,3,3,4.13,Europe,1
570208,23009,I LOVE LONDON BABY GIFT SET,3,16.95,United Kingdom,2011-10-09,10,10,6,50.849999999999994,Europe,3
562276,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2.1,United Kingdom,2011-08-04,10,8,3,12.600000000000001,Europe,0
576666,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2.1,United Kingdom,2011-11-16,11,11,2,4.2,Europe,2
544812,22084,PAPER CHAIN KIT EMPIRE,7,5.79,United Kingdom,2011-02-23,15,2,2,40.53,Europe,1
575914,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,0.79,United Kingdom,2011-11-11,16,11,4,7.9,Europe,0
560225,23284,DOORMAT KEEP CALM AND COME IN,1,16.63,United Kingdom,2011-07-15,16,7,4,16.63,Europe,3
556045,21930,JUMBO STORAGE BAG SKULLS,10,2.08,United Kingdom,2011-06-08,12,6,2,20.8,Europe,1
569246,22712,CARD DOLLY GIRL ,1,0.83,United Kingdom,2011-10-03,9,10,0,0.83,Europe,2
573358,23283,DOORMAT VINTAGE LEAF,2,8.25,United Kingdom,2011-10-30,12,10,6,16.5,Europe,3
557888,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,0.85,United Kingdom,2011-06-23,13,6,3,0.85,Europe,3
567183,22494,EMERGENCY FIRST AID TIN ,4,1.25,United Kingdom,2011-09-18,15,9,6,5.0,Europe,3
561214,90033,IVORY SHELL HEART EARRINGS,1,2.48,United Kingdom,2011-07-25,17,7,0,2.48,Europe,2
537955,22776,SWEETHEART CAKESTAND 3 TIER,12,8.5,United Kingdom,2010-12-09,11,12,3,102.0,Europe,0
568065,23232,WRAP VINTAGE LEAF DESIGN,25,0.42,United Kingdom,2011-09-23,13,9,4,10.5,Europe,0
543979,22333,RETROSPOT PARTY BAG + STICKER SET,1,1.65,United Kingdom,2011-02-14,15,2,0,1.65,Europe,1
578347,20978,36 PENCILS TUBE SKULLS,2,2.46,United Kingdom,2011-11-24,9,11,3,4.92,Europe,0
570466,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,3.75,United Kingdom,2011-10-10,16,10,0,7.5,Europe,2
572550,23209,LUNCH BAG VINTAGE DOILY ,1,4.13,United Kingdom,2011-10-24,17,10,0,4.13,Europe,2
549027,22727,ALARM CLOCK BAKELIKE RED ,500,3.39,United Kingdom,2011-04-05,17,4,1,1695.0,Europe,3
543201,22519,CHILDS GARDEN BRUSH PINK,1,4.13,United Kingdom,2011-02-04,13,2,4,4.13,Europe,1
546561,21625,VINTAGE UNION JACK APRON,3,6.95,United Kingdom,2011-03-15,10,3,1,20.85,Europe,1
574165,85034A,3 GARDENIA MORRIS BOXED CANDLES,24,1.25,United Kingdom,2011-11-03,11,11,3,30.0,Europe,0
560778,22028,PENNY FARTHING BIRTHDAY CARD,1,0.83,United Kingdom,2011-07-21,9,7,3,0.83,Europe,3
549023,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,0.83,United Kingdom,2011-04-05,16,4,1,1.66,Europe,1
581019,22174,PHOTO CUBE,24,1.65,United Kingdom,2011-12-07,10,12,2,39.599999999999994,Europe,2
569560,23026,DRAWER KNOB VINTAGE GLASS STAR,6,2.08,United Kingdom,2011-10-05,9,10,2,12.48,Europe,2
540839,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2.95,United Kingdom,2011-01-11,15,1,1,2.95,Europe,1
567180,21788,KIDS RAIN MAC BLUE,2,0.85,United Kingdom,2011-09-18,14,9,6,1.7,Europe,3
577358,84692,BOX OF 24 COCKTAIL PARASOLS,5,0.83,United Kingdom,2011-11-18,15,11,4,4.1499999999999995,Europe,0
537313,22423,REGENCY CAKESTAND 3 TIER,4,12.75,United Kingdom,2010-12-06,11,12,0,51.0,Europe,2
558774,35653,VINTAGE BEAD NOTEBOOK,1,2.46,United Kingdom,2011-07-04,10,7,0,2.46,Europe,2
562209,22782,SET 3 WICKER STORAGE BASKETS ,1,24.95,United Kingdom,2011-08-03,13,8,2,24.95,Europe,2
540681,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,76.55,United Kingdom,2011-01-10,16,1,0,76.55,Europe,1
544586,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,4.95,United Kingdom,2011-02-21,15,2,0,9.9,Europe,1
550033,22663,JUMBO BAG DOLLY GIRL DESIGN,2,2.08,United Kingdom,2011-04-14,11,4,3,4.16,Europe,1
552245,22999,TRAVEL CARD WALLET RETRO PETALS,1,0.42,United Kingdom,2011-05-06,19,5,4,0.42,Europe,3
562767,22112,CHOCOLATE HOT WATER BOTTLE,3,4.95,United Kingdom,2011-08-09,10,8,1,14.850000000000001,Europe,2
541848,90072,RUBY DROP CHANDELIER EARRINGS,2,3.75,United Kingdom,2011-01-23,13,1,6,7.5,Europe,3
550362,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3,2.55,United Kingdom,2011-04-18,11,4,0,7.6499999999999995,Europe,1
580729,22311,OFFICE MUG WARMER BLACK+SILVER ,2,5.79,United Kingdom,2011-12-05,17,12,0,11.58,Europe,2
553539,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,0.0,United Kingdom,2011-05-17,15,5,1,0.0,Europe,1
544798,21754,HOME BUILDING BLOCK WORD,3,5.95,United Kingdom,2011-02-23,13,2,2,17.85,Europe,1
C566180,21314,SMALL GLASS HEART TRINKET POT,-1,2.1,United Kingdom,2011-09-09,12,9,4,-2.1,Europe,0
550800,22458,Missing,-65,0.0,United Kingdom,2011-04-20,14,4,2,-0.0,Europe,1
C542799,22156,HEART DECORATION WITH PEARLS ,-1,0.72,United Kingdom,2011-02-01,11,2,1,-0.72,Europe,1
C555600,23204,CHARLOTTE BAG APPLES DESIGN,-3,0.85,Germany,2011-06-06,11,6,0,-2.55,Europe,1
538240,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,0.85,United Kingdom,2010-12-10,12,12,4,10.2,Europe,0
552514,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,2,2.46,United Kingdom,2011-05-09,16,5,0,4.92,Europe,1
540481,21243,PINK  POLKADOT PLATE ,16,1.69,United Kingdom,2011-01-07,15,1,4,27.04,Europe,1
581383,85179C,PINK BITTY LIGHT CHAIN,12,1.25,United Kingdom,2011-12-08,13,12,3,15.0,Europe,0
552235,22386,JUMBO BAG PINK POLKADOT,20,2.08,United Kingdom,2011-05-06,16,5,4,41.6,Europe,3
576463,22315,200 RED + WHITE BENDY STRAWS,1,1.25,United Kingdom,2011-11-15,11,11,1,1.25,Europe,2
567507,21217,RED RETROSPOT ROUND CAKE TINS,2,20.79,United Kingdom,2011-09-20,14,9,1,41.58,Europe,2
577772,23165,LARGE CERAMIC TOP STORAGE JAR,24,1.65,United Kingdom,2011-11-21,15,11,0,39.599999999999994,Europe,2
557891,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,24,0.19,United Kingdom,2011-06-23,14,6,3,4.5600000000000005,Europe,3
554275,22563,HAPPY STENCIL CRAFT,4,1.25,United Kingdom,2011-05-23,13,5,0,5.0,Europe,1
542000,22379,RECYCLING BAG RETROSPOT ,5,2.1,United Kingdom,2011-01-25,10,1,1,10.5,Europe,1
565460,22993,SET OF 4 PANTRY JELLY MOULDS,48,1.25,United Kingdom,2011-09-05,9,9,0,60.0,Europe,2
540172,22507,MEMO BOARD RETROSPOT  DESIGN,1,4.95,United Kingdom,2011-01-05,12,1,2,4.95,Europe,1
581238,85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,1,3.29,United Kingdom,2011-12-08,10,12,3,3.29,Europe,0
555397,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,1,2.46,United Kingdom,2011-06-02,17,6,3,2.46,Europe,3
578807,23200,JUMBO BAG PEARS,10,2.08,United Kingdom,2011-11-25,13,11,4,20.8,Europe,0
555284,23212,HEART WREATH DECORATION WITH BELL,24,1.04,United Kingdom,2011-06-02,9,6,3,24.96,Europe,3
579520,23454,THREE MINI HANGING FRAMES,1,4.15,United Kingdom,2011-11-29,18,11,1,4.15,Europe,2
580115,21731,RED TOADSTOOL LED NIGHT LIGHT,9,3.29,United Kingdom,2011-12-01,16,12,3,29.61,Europe,0
566495,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,20,1.25,United Kingdom,2011-09-13,11,9,1,25.0,Europe,2
550714,37370,RETRO COFFEE MUGS ASSORTED,24,1.25,United Kingdom,2011-04-20,11,4,2,30.0,Europe,1
555245,23200,JUMBO BAG PEARS,1,2.08,United Kingdom,2011-06-01,14,6,2,2.08,Europe,1
560504,22037,ROBOT BIRTHDAY CARD,12,0.42,United Kingdom,2011-07-19,11,7,1,5.04,Europe,2
568051,85178,VICTORIAN SEWING KIT,12,1.25,United Kingdom,2011-09-23,12,9,4,15.0,Europe,0
557942,22423,REGENCY CAKESTAND 3 TIER,2,12.75,United Kingdom,2011-06-23,16,6,3,25.5,Europe,3
557758,23300,GARDENERS KNEELING PAD CUP OF TEA ,6,1.65,United Kingdom,2011-06-22,13,6,2,9.899999999999999,Europe,1
581402,22979,PANTRY WASHING UP BRUSH,6,1.45,United Kingdom,2011-12-08,13,12,3,8.7,Europe,0
572553,23479,WIRE EGG BASKET ,1,14.96,United Kingdom,2011-10-24,17,10,0,14.96,Europe,2
559061,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3,0.55,United Kingdom,2011-07-06,10,7,2,1.6500000000000001,Europe,2
559338,22249,DECORATION WHITE CHICK MAGIC GARDEN,2,0.83,United Kingdom,2011-07-07,16,7,3,1.66,Europe,3
572908,23251,VINTAGE RED ENAMEL TRIM MUG ,12,1.25,United Kingdom,2011-10-26,15,10,2,15.0,Europe,2
566787,22196,SMALL HEART MEASURING SPOONS,10,1.63,United Kingdom,2011-09-15,10,9,3,16.299999999999997,Europe,0
551035,22045,SPACEBOY GIFT WRAP,25,0.42,United Kingdom,2011-04-26,11,4,1,10.5,Europe,1
568662,20727,LUNCH BAG  BLACK SKULL.,1,1.65,United Kingdom,2011-09-28,12,9,2,1.65,Europe,2
547052,20731,POSY CANDY BAG,2,1.25,United Kingdom,2011-03-20,12,3,6,2.5,Europe,3
570872,22379,RECYCLING BAG RETROSPOT ,1,4.13,United Kingdom,2011-10-12,16,10,2,4.13,Europe,2
571745,22835,HOT WATER BOTTLE I AM SO POORLY,4,4.95,EIRE,2011-10-19,10,10,2,19.8,Europe,2
580598,21122,SET/10 PINK POLKADOT PARTY CANDLES,48,1.25,United Kingdom,2011-12-05,11,12,0,60.0,Europe,2
547374,22514,CHILDS GARDEN SPADE BLUE,1,2.1,United Kingdom,2011-03-22,13,3,1,2.1,Europe,1
538886,22956,36 FOIL HEART CAKE CASES,6,2.1,United Kingdom,2010-12-14,16,12,1,12.600000000000001,Europe,2
546891,48184,DOORMAT ENGLISH ROSE ,1,15.79,United Kingdom,2011-03-17,18,3,3,15.79,Europe,1
546431,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,United Kingdom,2011-03-14,8,3,0,13.200000000000001,Europe,1
564758,22684,FRENCH BLUE METAL DOOR SIGN 9,1,2.46,United Kingdom,2011-08-30,10,8,1,2.46,Europe,2
544650,22606,WOODEN SKITTLES GARDEN SET,1,15.95,United Kingdom,2011-02-22,12,2,1,15.95,Europe,1
538638,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,9.95,United Kingdom,2010-12-13,14,12,0,9.95,Europe,2
550474,22349,DOG BOWL CHASING BALL DESIGN,2,7.46,United Kingdom,2011-04-18,13,4,0,14.92,Europe,1
574710,23408,PHOTO FRAME LINEN AND LACE SMALL,3,2.08,United Kingdom,2011-11-06,14,11,6,6.24,Europe,3
578305,23480,MINI LIGHTS WOODLAND MUSHROOMS,24,3.29,United Kingdom,2011-11-23,15,11,2,78.96000000000001,Europe,2
565840,21098,CHRISTMAS TOILET ROLL,2,2.46,United Kingdom,2011-09-07,12,9,2,4.92,Europe,2
539492,21324,HANGING MEDINA LANTERN SMALL,1,5.91,United Kingdom,2010-12-20,10,12,0,5.91,Europe,2
546896,15056N,EDWARDIAN PARASOL NATURAL,1,12.46,United Kingdom,2011-03-17,18,3,3,12.46,Europe,1
577609,37500,TEA TIME TEAPOT IN GIFT BOX,12,4.95,Italy,2011-11-21,9,11,0,59.400000000000006,Europe,2
558262,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,48,2.55,Netherlands,2011-06-28,8,6,1,122.39999999999999,Europe,1
567505,22980,PANTRY SCRUBBING BRUSH,12,1.65,Norway,2011-09-20,14,9,1,19.799999999999997,Europe,2
538371,22595,CHRISTMAS GINGHAM HEART,5,0.85,United Kingdom,2010-12-12,11,12,6,4.25,Europe,3
564817,23236,STORAGE TIN VINTAGE DOILY ,1,5.79,United Kingdom,2011-08-30,12,8,1,5.79,Europe,2
554158,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.55,United Kingdom,2011-05-23,11,5,0,15.299999999999999,Europe,1
573405,23570,TRADITIONAL PICK UP STICKS GAME ,3,1.25,United Kingdom,2011-10-30,15,10,6,3.75,Europe,3
537334,22730,ALARM CLOCK BAKELIKE IVORY,2,3.75,United Kingdom,2010-12-06,12,12,0,7.5,Europe,2
578149,22273,FELTCRAFT DOLL MOLLY,1,5.79,United Kingdom,2011-11-23,11,11,2,5.79,Europe,2
573138,23109,PACK OF SIX LED TEA LIGHTS,12,2.89,United Kingdom,2011-10-27,17,10,3,34.68,Europe,0
571214,23344,JUMBO BAG 50'S CHRISTMAS ,20,2.08,United Kingdom,2011-10-14,12,10,4,41.6,Europe,0
560862,21390,FILIGRIS HEART WITH BUTTERFLY,4,1.25,United Kingdom,2011-07-21,13,7,3,5.0,Europe,3
539262,84821,DANISH ROSE DELUXE COASTER,24,0.21,United Kingdom,2010-12-16,14,12,3,5.04,Europe,0
542143,48184,DOORMAT ENGLISH ROSE ,20,6.75,United Kingdom,2011-01-26,9,1,2,135.0,Europe,1
575176,20727,LUNCH BAG  BLACK SKULL.,1,4.13,United Kingdom,2011-11-08,18,11,1,4.13,Europe,2
576052,23397,FOOT STOOL HOME SWEET HOME ,2,9.95,United Kingdom,2011-11-13,14,11,6,19.9,Europe,3
569329,22469,HEART OF WICKER SMALL,12,1.65,United Kingdom,2011-10-03,13,10,0,19.799999999999997,Europe,2
578088,21822,GLITTER CHRISTMAS TREE WITH BELLS,6,0.79,United Kingdom,2011-11-22,16,11,1,4.74,Europe,2
561485,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,9.95,United Kingdom,2011-07-27,13,7,2,9.95,Europe,2
542096,22585,PACK OF 6 BIRDY GIFT TAGS,6,1.25,United Kingdom,2011-01-25,12,1,1,7.5,Europe,1
554151,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,36,1.25,United Kingdom,2011-05-23,11,5,0,45.0,Europe,1
576607,22750,FELTCRAFT PRINCESS LOLA DOLL,8,3.75,Germany,2011-11-15,15,11,1,30.0,Europe,2
561037,23286,BLUE VINTAGE SPOT BEAKER,8,0.85,Germany,2011-07-24,11,7,6,6.8,Europe,3
564841,84997d,CHILDRENS CUTLERY POLKADOT PINK,2,8.29,United Kingdom,2011-08-30,13,8,1,16.58,Europe,2
544323,21942,SKULLS DESIGN FLANNEL,1,1.63,United Kingdom,2011-02-17,15,2,3,1.63,Europe,1
548534,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,0.29,United Kingdom,2011-03-31,17,3,3,13.919999999999998,Europe,1
C556644,22423,REGENCY CAKESTAND 3 TIER,-1,12.75,United Kingdom,2011-06-13,16,6,0,-12.75,Europe,1
573286,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,8.95,Switzerland,2011-10-28,14,10,4,17.9,Europe,0
580974,21495,SKULLS AND CROSSBONES WRAP,25,0.42,United Kingdom,2011-12-06,15,12,1,10.5,Europe,2
542777,22508,DOORSTOP RETROSPOT HEART,4,3.75,EIRE,2011-02-01,8,2,1,15.0,Europe,1
577337,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,1,2.1,United Kingdom,2011-11-18,14,11,4,2.1,Europe,0
549309,22534,MAGIC DRAWING SLATE SPACEBOY ,24,0.42,United Kingdom,2011-04-08,9,4,4,10.08,Europe,3
580613,23241,TREASURE TIN GYMKHANA DESIGN,6,2.08,United Kingdom,2011-12-05,12,12,0,12.48,Europe,2
577090,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2.55,United Kingdom,2011-11-17,16,11,3,15.299999999999999,Europe,0
547245,47566,PARTY BUNTING,4,4.95,United Kingdom,2011-03-22,8,3,1,19.8,Europe,1
569555,20727,LUNCH BAG  BLACK SKULL.,10,1.65,United Kingdom,2011-10-05,8,10,2,16.5,Europe,2
542993,22668,PINK BABY BUNTING,5,2.95,United Kingdom,2011-02-02,12,2,2,14.75,Europe,1
575930,22644,CERAMIC CHERRY CAKE MONEY BANK,1,3.29,United Kingdom,2011-11-11,17,11,4,3.29,Europe,0
558686,21671,RED SPOT CERAMIC DRAWER KNOB,12,1.25,United Kingdom,2011-07-01,11,7,4,15.0,Europe,3
539451,22161,HEART DECORATION RUSTIC HANGING ,1,0.81,United Kingdom,2010-12-17,16,12,4,0.81,Europe,0
543242,21524,DOORMAT SPOTTY HOME SWEET HOME,4,7.95,United Kingdom,2011-02-04,14,2,4,31.8,Europe,1
580983,20669,RED HEART LUGGAGE TAG,2,2.46,United Kingdom,2011-12-06,16,12,1,4.92,Europe,2
571904,21116,OWL DOORSTOP,3,4.95,Germany,2011-10-19,14,10,2,14.850000000000001,Europe,2
578270,23266,SET OF 3 WOODEN STOCKING DECORATION,5,2.46,United Kingdom,2011-11-23,13,11,2,12.3,Europe,2
579512,22993,SET OF 4 PANTRY JELLY MOULDS,2,2.46,United Kingdom,2011-11-29,16,11,1,4.92,Europe,2
550321,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,3.25,United Kingdom,2011-04-17,12,4,6,3.25,Europe,3
546977,21116,OWL DOORSTOP,1,8.29,United Kingdom,2011-03-18,12,3,4,8.29,Europe,3
574249,23356,LOVE HOT WATER BOTTLE,3,5.95,United Kingdom,2011-11-03,13,11,3,17.85,Europe,0
566591,15056N,EDWARDIAN PARASOL NATURAL,3,5.95,United Kingdom,2011-09-13,14,9,1,17.85,Europe,2
552665,84795b,SUNSET CHECK HAMMOCK,1,16.63,United Kingdom,2011-05-10,15,5,1,16.63,Europe,1
558750,23301,GARDENERS KNEELING PAD KEEP CALM ,12,1.65,United Kingdom,2011-07-03,10,7,6,19.799999999999997,Europe,3
557636,21131,GOLD STANDING GNOME,1,4.25,United Kingdom,2011-06-21,15,6,1,4.25,Europe,1
551462,22960,JAM MAKING SET WITH JARS,6,4.25,United Kingdom,2011-04-28,16,4,3,25.5,Europe,1
578347,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,0.83,United Kingdom,2011-11-24,9,11,3,8.299999999999999,Europe,0
538827,22378,WALL TIDY RETROSPOT ,20,0.85,United Kingdom,2010-12-14,12,12,1,17.0,Europe,2
562517,20725,LUNCH BAG RED RETROSPOT,1,1.65,United Kingdom,2011-08-05,12,8,4,1.65,Europe,3
578937,21485,RETROSPOT HEART HOT WATER BOTTLE,6,4.95,United Kingdom,2011-11-27,13,11,6,29.700000000000003,Europe,3
541238,22423,REGENCY CAKESTAND 3 TIER,3,12.75,United Kingdom,2011-01-16,10,1,6,38.25,Europe,3
546774,22128,PARTY CONES CANDY ASSORTED,12,1.25,United Kingdom,2011-03-16,15,3,2,15.0,Europe,1
563237,21991,BOHEMIAN COLLAGE STATIONERY SET,12,1.25,United Kingdom,2011-08-15,9,8,0,15.0,Europe,2
558388,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,4.95,EIRE,2011-06-29,10,6,2,19.8,Europe,1
576649,20992,JAZZ HEARTS PURSE NOTEBOOK,48,0.39,United Kingdom,2011-11-16,10,11,2,18.72,Europe,2
576837,35953,FOLKART STAR CHRISTMAS DECORATIONS,20,0.61,United Kingdom,2011-11-16,15,11,2,12.2,Europe,2
